GroupCode,GroupName,CountryCode,CountryName,
LDC,Least developed countries: UN classification,ZMB,Zambia,Lower middle income
LIC,Low income,AFG,Afghanistan,Low income
LIC,Low income,BFA,Burkina Faso,Low income
LIC,Low income,BDI,Burundi,Low income
LIC,Low income,CAF,Central African Republic,Low income
LIC,Low income,TCD,Chad,Low income
LIC,Low income,COD,"Congo, Dem. Rep.",Low income
LIC,Low income,ERI,Eritrea,Low income
LIC,Low income,ETH,Ethiopia,Low income
LIC,Low income,GMB,"Gambia, The",Low income
LIC,Low income,GNB,Guinea-Bissau,Low income
LIC,Low income,PRK,"Korea, Dem. People's Rep.",Low income
LIC,Low income,LBR,Liberia,Low income
LIC,Low income,MDG,Madagascar,Low income
LIC,Low income,MWI,Malawi,Low income
LIC,Low income,MLI,Mali,Low income
LIC,Low income,MOZ,Mozambique,Low income
LIC,Low income,NER,Niger,Low income
LIC,Low income,RWA,Rwanda,Low income
LIC,Low income,SLE,Sierra Leone,Low income
LIC,Low income,SOM,Somalia,Low income
LIC,Low income,SSD,South Sudan,Low income
LIC,Low income,SDN,Sudan,Low income
LIC,Low income,SYR,Syrian Arab Republic,Low income
LIC,Low income,TGO,Togo,Low income
LIC,Low income,UGA,Uganda,Low income
LIC,Low income,YEM,"Yemen, Rep.",Low income
LMC,Lower middle income,DZA,Algeria,Lower middle income
LMC,Lower middle income,AGO,Angola,Lower middle income
LMC,Lower middle income,BGD,Bangladesh,Lower middle income
LMC,Lower middle income,BEN,Benin,Lower middle income
LMC,Lower middle income,BTN,Bhutan,Lower middle income
LMC,Lower middle income,BOL,Bolivia,Lower middle income
LMC,Lower middle income,CPV,Cabo Verde,Lower middle income
LMC,Lower middle income,KHM,Cambodia,Lower middle income
LMC,Lower middle income,CMR,Cameroon,Lower middle income
LMC,Lower middle income,COM,Comoros,Lower middle income
LMC,Lower middle income,COG,"Congo, Rep.",Lower middle income
LMC,Lower middle income,CIV,Côte d’Ivoire,Lower middle income
LMC,Lower middle income,DJI,Djibouti,Lower middle income
LMC,Lower middle income,EGY,"Egypt, Arab Rep.",Lower middle income
LMC,Lower middle income,SWZ,Eswatini,Lower middle income
LMC,Lower middle income,GHA,Ghana,Lower middle income
LMC,Lower middle income,GIN,Guinea,Lower middle income
LMC,Lower middle income,HTI,Haiti,Lower middle income
LMC,Lower middle income,HND,Honduras,Lower middle income
LMC,Lower middle income,IND,India,Lower middle income
LMC,Lower middle income,IRN,"Iran, Islamic Rep.",Lower middle income
LMC,Lower middle income,JOR,Jordan,Lower middle income
LMC,Lower middle income,KEN,Kenya,Lower middle income
LMC,Lower middle income,KIR,Kiribati,Lower middle income
LMC,Lower middle income,KGZ,Kyrgyz Republic,Lower middle income
LMC,Lower middle income,LAO,Lao PDR,Lower middle income
LMC,Lower middle income,LBN,Lebanon,Lower middle income
LMC,Lower middle income,LSO,Lesotho,Lower middle income
LMC,Lower middle income,MRT,Mauritania,Lower middle income
LMC,Lower middle income,FSM,"Micronesia, Fed. Sts.",Lower middle income
LMC,Lower middle income,MNG,Mongolia,Lower middle income
LMC,Lower middle income,MAR,Morocco,Lower middle income
LMC,Lower middle income,MMR,Myanmar,Lower middle income
LMC,Lower middle income,NPL,Nepal,Lower middle income
LMC,Lower middle income,NIC,Nicaragua,Lower middle income
LMC,Lower middle income,NGA,Nigeria,Lower middle income
LMC,Lower middle income,PAK,Pakistan,Lower middle income
LMC,Lower middle income,PNG,Papua New Guinea,Lower middle income
LMC,Lower middle income,PHL,Philippines,Lower middle income
LMC,Lower middle income,WSM,Samoa,Lower middle income
LMC,Lower middle income,STP,São Tomé and Príncipe,Lower middle income
LMC,Lower middle income,SEN,Senegal,Lower middle income
LMC,Lower middle income,SLB,Solomon Islands,Lower middle income
LMC,Lower middle income,LKA,Sri Lanka,Lower middle income
LMC,Lower middle income,TJK,Tajikistan,Lower middle income
LMC,Lower middle income,TZA,Tanzania,Lower middle income
LMC,Lower middle income,TLS,Timor-Leste,Lower middle income
LMC,Lower middle income,TUN,Tunisia,Lower middle income
LMC,Lower middle income,UKR,Ukraine,Lower middle income
LMC,Lower middle income,UZB,Uzbekistan,Lower middle income
LMC,Lower middle income,VUT,Vanuatu,Lower middle income
LMC,Lower middle income,VNM,Vietnam,Lower middle income
LMC,Lower middle income,ZMB,Zambia,Lower middle income
LMC,Lower middle income,ZWE,Zimbabwe,Lower middle income
LMY,Low & middle income,AFG,Afghanistan,Low income
LMY,Low & middle income,ALB,Albania,Upper middle income
LMY,Low & middle income,DZA,Algeria,Lower middle income
LMY,Low & middle income,AGO,Angola,Lower middle income
LMY,Low & middle income,ARG,Argentina,Upper middle income
LMY,Low & middle income,ARM,Armenia,Upper middle income
LMY,Low & middle income,AZE,Azerbaijan,Upper middle income
LMY,Low & middle income,BGD,Bangladesh,Lower middle income
LMY,Low & middle income,BLR,Belarus,Upper middle income
LMY,Low & middle income,BLZ,Belize,Upper middle income
LMY,Low & middle income,BEN,Benin,Lower middle income
LMY,Low & middle income,BTN,Bhutan,Lower middle income
LMY,Low & middle income,BOL,Bolivia,Lower middle income
LMY,Low & middle income,BIH,Bosnia and Herzegovina,Upper middle income
LMY,Low & middle income,BWA,Botswana,Upper middle income
LMY,Low & middle income,BRA,Brazil,Upper middle income
LMY,Low & middle income,BGR,Bulgaria,Upper middle income
LMY,Low & middle income,BFA,Burkina Faso,Low income
LMY,Low & middle income,BDI,Burundi,Low income
LMY,Low & middle income,CPV,Cabo Verde,Lower middle income
LMY,Low & middle income,KHM,Cambodia,Lower middle income
LMY,Low & middle income,CMR,Cameroon,Lower middle income
LMY,Low & middle income,CAF,Central African Republic,Low income
LMY,Low & middle income,TCD,Chad,Low income
LMY,Low & middle income,CHN,China,Upper middle income
LMY,Low & middle income,COL,Colombia,Upper middle income
LMY,Low & middle income,COM,Comoros,Lower middle income
LMY,Low & middle income,COD,"Congo, Dem. Rep.",Low income
LMY,Low & middle income,COG,"Congo, Rep.",Lower middle income
LMY,Low & middle income,CRI,Costa Rica,Upper middle income
LMY,Low & middle income,CIV,Côte d’Ivoire,Lower middle income
LMY,Low & middle income,CUB,Cuba,Upper middle income
LMY,Low & middle income,DJI,Djibouti,Lower middle income
LMY,Low & middle income,DMA,Dominica,Upper middle income
LMY,Low & middle income,DOM,Dominican Republic,Upper middle income
LMY,Low & middle income,ECU,Ecuador,Upper middle income
LMY,Low & middle income,EGY,"Egypt, Arab Rep.",Lower middle income
LMY,Low & middle income,SLV,El Salvador,Upper middle income
LMY,Low & middle income,GNQ,Equatorial Guinea,Upper middle income
LMY,Low & middle income,ERI,Eritrea,Low income
LMY,Low & middle income,SWZ,Eswatini,Lower middle income
LMY,Low & middle income,ETH,Ethiopia,Low income
LMY,Low & middle income,FJI,Fiji,Upper middle income
LMY,Low & middle income,GAB,Gabon,Upper middle income
LMY,Low & middle income,GMB,"Gambia, The",Low income
LMY,Low & middle income,GEO,Georgia,Upper middle income
LMY,Low & middle income,GHA,Ghana,Lower middle income
LMY,Low & middle income,GRD,Grenada,Upper middle income
LMY,Low & middle income,GTM,Guatemala,Upper middle income
LMY,Low & middle income,GIN,Guinea,Lower middle income
LMY,Low & middle income,GNB,Guinea-Bissau,Low income
LMY,Low & middle income,HTI,Haiti,Lower middle income
LMY,Low & middle income,HND,Honduras,Lower middle income
LMY,Low & middle income,IND,India,Lower middle income
LMY,Low & middle income,IDN,Indonesia,Upper middle income
LMY,Low & middle income,IRN,"Iran, Islamic Rep.",Lower middle income
LMY,Low & middle income,IRQ,Iraq,Upper middle income
LMY,Low & middle income,JAM,Jamaica,Upper middle income
LMY,Low & middle income,JOR,Jordan,Lower middle income
LMY,Low & middle income,KAZ,Kazakhstan,Upper middle income
LMY,Low & middle income,KEN,Kenya,Lower middle income
LMY,Low & middle income,KIR,Kiribati,Lower middle income
LMY,Low & middle income,PRK,"Korea, Dem. People's Rep.",Low income
LMY,Low & middle income,XKX,Kosovo,Upper middle income
LMY,Low & middle income,KGZ,Kyrgyz Republic,Lower middle income
LMY,Low & middle income,LAO,Lao PDR,Lower middle income
LMY,Low & middle income,LBN,Lebanon,Lower middle income
LMY,Low & middle income,LSO,Lesotho,Lower middle income
LMY,Low & middle income,LBR,Liberia,Low income
LMY,Low & middle income,LBY,Libya,Upper middle income
LMY,Low & middle income,MDG,Madagascar,Low income
LMY,Low & middle income,MWI,Malawi,Low income
LMY,Low & middle income,MYS,Malaysia,Upper middle income
LMY,Low & middle income,MDV,Maldives,Upper middle income
LMY,Low & middle income,MLI,Mali,Low income
LMY,Low & middle income,MHL,Marshall Islands,Upper middle income
LMY,Low & middle income,MRT,Mauritania,Lower middle income
LMY,Low & middle income,MUS,Mauritius,Upper middle income
LMY,Low & middle income,MEX,Mexico,Upper middle income
LMY,Low & middle income,FSM,"Micronesia, Fed. Sts.",Lower middle income
LMY,Low & middle income,MDA,Moldova,Upper middle income
LMY,Low & middle income,MNG,Mongolia,Lower middle income
LMY,Low & middle income,MNE,Montenegro,Upper middle income
LMY,Low & middle income,MAR,Morocco,Lower middle income
LMY,Low & middle income,MOZ,Mozambique,Low income
LMY,Low & middle income,MMR,Myanmar,Lower middle income
LMY,Low & middle income,NAM,Namibia,Upper middle income
LMY,Low & middle income,NPL,Nepal,Lower middle income
LMY,Low & middle income,NIC,Nicaragua,Lower middle income
LMY,Low & middle income,NER,Niger,Low income
LMY,Low & middle income,NGA,Nigeria,Lower middle income
LMY,Low & middle income,MKD,North Macedonia,Upper middle income
LMY,Low & middle income,PAK,Pakistan,Lower middle income
LMY,Low & middle income,PLW,Palau,Upper middle income
LMY,Low & middle income,PNG,Papua New Guinea,Lower middle income
LMY,Low & middle income,PRY,Paraguay,Upper middle income
LMY,Low & middle income,PER,Peru,Upper middle income
LMY,Low & middle income,PHL,Philippines,Lower middle income
LMY,Low & middle income,RUS,Russian Federation,Upper middle income
LMY,Low & middle income,RWA,Rwanda,Low income
LMY,Low & middle income,WSM,Samoa,Lower middle income
LMY,Low & middle income,STP,São Tomé and Príncipe,Lower middle income
LMY,Low & middle income,SEN,Senegal,Lower middle income
LMY,Low & middle income,SRB,Serbia,Upper middle income
LMY,Low & middle income,SLE,Sierra Leone,Low income
LMY,Low & middle income,SLB,Solomon Islands,Lower middle income
LMY,Low & middle income,SOM,Somalia,Low income
LMY,Low & middle income,ZAF,South Africa,Upper middle income
LMY,Low & middle income,SSD,South Sudan,Low income
LMY,Low & middle income,LKA,Sri Lanka,Lower middle income
LMY,Low & middle income,LCA,St. Lucia,Upper middle income
LMY,Low & middle income,VCT,St. Vincent and the Grenadines,Upper middle income
LMY,Low & middle income,SDN,Sudan,Low income
LMY,Low & middle income,SUR,Suriname,Upper middle income
LMY,Low & middle income,SYR,Syrian Arab Republic,Low income
LMY,Low & middle income,TJK,Tajikistan,Lower middle income
LMY,Low & middle income,TZA,Tanzania,Lower middle income
LMY,Low & middle income,THA,Thailand,Upper middle income
LMY,Low & middle income,TLS,Timor-Leste,Lower middle income
LMY,Low & middle income,TGO,Togo,Low income
LMY,Low & middle income,TON,Tonga,Upper middle income
LMY,Low & middle income,TUN,Tunisia,Lower middle income
LMY,Low & middle income,TUR,Türkiye,Upper middle income
LMY,Low & middle income,TKM,Turkmenistan,Upper middle income
LMY,Low & middle income,TUV,Tuvalu,Upper middle income
LMY,Low & middle income,UGA,Uganda,Low income
LMY,Low & middle income,UKR,Ukraine,Lower middle income
LMY,Low & middle income,UZB,Uzbekistan,Lower middle income
LMY,Low & middle income,VUT,Vanuatu,Lower middle income
LMY,Low & middle income,VNM,Vietnam,Lower middle income
LMY,Low & middle income,PSE,West Bank and Gaza,Upper middle income
LMY,Low & middle income,YEM,"Yemen, Rep.",Low income
LMY,Low & middle income,ZMB,Zambia,Lower middle income
LMY,Low & middle income,ZWE,Zimbabwe,Lower middle income
LTE,Late-demographic dividend,ALB,Albania,Upper middle income
LTE,Late-demographic dividend,ARM,Armenia,Upper middle income
LTE,Late-demographic dividend,ABW,Aruba,High income
LTE,Late-demographic dividend,AZE,Azerbaijan,Upper middle income
LTE,Late-demographic dividend,BHS,"Bahamas, The",High income
LTE,Late-demographic dividend,BRA,Brazil,Upper middle income
LTE,Late-demographic dividend,BRN,Brunei Darussalam,High income
LTE,Late-demographic dividend,CHL,Chile,High income
LTE,Late-demographic dividend,CHN,China,Upper middle income
LTE,Late-demographic dividend,COL,Colombia,Upper middle income
LTE,Late-demographic dividend,CRI,Costa Rica,Upper middle income
LTE,Late-demographic dividend,CYP,Cyprus,High income
LTE,Late-demographic dividend,EST,Estonia,High income
LTE,Late-demographic dividend,FJI,Fiji,Upper middle income
LTE,Late-demographic dividend,PYF,French Polynesia,High income
LTE,Late-demographic dividend,GEO,Georgia,Upper middle income
LTE,Late-demographic dividend,GUM,Guam,High income
LTE,Late-demographic dividend,GUY,Guyana,High income
LTE,Late-demographic dividend,ISL,Iceland,High income
LTE,Late-demographic dividend,IRL,Ireland,High income
LTE,Late-demographic dividend,JAM,Jamaica,Upper middle income
LTE,Late-demographic dividend,KAZ,Kazakhstan,Upper middle income
LTE,Late-demographic dividend,PRK,"Korea, Dem. People's Rep.",Low income
LTE,Late-demographic dividend,KWT,Kuwait,High income
LTE,Late-demographic dividend,KGZ,Kyrgyz Republic,Lower middle income
LTE,Late-demographic dividend,LVA,Latvia,High income
LTE,Late-demographic dividend,LBN,Lebanon,Lower middle income
LTE,Late-demographic dividend,MYS,Malaysia,Upper middle income
LTE,Late-demographic dividend,MUS,Mauritius,Upper middle income
LTE,Late-demographic dividend,MDA,Moldova,Upper middle income
LTE,Late-demographic dividend,MNG,Mongolia,Lower middle income
LTE,Late-demographic dividend,MNE,Montenegro,Upper middle income
LTE,Late-demographic dividend,MAR,Morocco,Lower middle income
LTE,Late-demographic dividend,NCL,New Caledonia,High income
LTE,Late-demographic dividend,MKD,North Macedonia,Upper middle income
LTE,Late-demographic dividend,OMN,Oman,High income
LTE,Late-demographic dividend,POL,Poland,High income
LTE,Late-demographic dividend,PRI,Puerto Rico,High income
LTE,Late-demographic dividend,QAT,Qatar,High income
LTE,Late-demographic dividend,ROU,Romania,High income
LTE,Late-demographic dividend,RUS,Russian Federation,Upper middle income
LTE,Late-demographic dividend,SRB,Serbia,Upper middle income
LTE,Late-demographic dividend,SYC,Seychelles,High income
LTE,Late-demographic dividend,SVK,Slovak Republic,High income
LTE,Late-demographic dividend,LKA,Sri Lanka,Lower middle income
LTE,Late-demographic dividend,LCA,St. Lucia,Upper middle income
LTE,Late-demographic dividend,VCT,St. Vincent and the Grenadines,Upper middle income
LTE,Late-demographic dividend,THA,Thailand,Upper middle income
LTE,Late-demographic dividend,TTO,Trinidad and Tobago,High income
LTE,Late-demographic dividend,TUN,Tunisia,Lower middle income
LTE,Late-demographic dividend,ARE,United Arab Emirates,High income
LTE,Late-demographic dividend,URY,Uruguay,High income
LTE,Late-demographic dividend,VNM,Vietnam,Lower middle income
LTE,Late-demographic dividend,VIR,Virgin Islands (U.S.),High income
MEA,Middle East & North Africa,DZA,Algeria,Lower middle income
MEA,Middle East & North Africa,BHR,Bahrain,High income
MEA,Middle East & North Africa,DJI,Djibouti,Lower middle income
MEA,Middle East & North Africa,EGY,"Egypt, Arab Rep.",Lower middle income
MEA,Middle East & North Africa,IRN,"Iran, Islamic Rep.",Lower middle income
MEA,Middle East & North Africa,IRQ,Iraq,Upper middle income
MEA,Middle East & North Africa,ISR,Israel,High income
MEA,Middle East & North Africa,JOR,Jordan,Lower middle income
MEA,Middle East & North Africa,KWT,Kuwait,High income
MEA,Middle East & North Africa,LBN,Lebanon,Lower middle income
MEA,Middle East & North Africa,LBY,Libya,Upper middle income
MEA,Middle East & North Africa,MLT,Malta,High income
MEA,Middle East & North Africa,MAR,Morocco,Lower middle income
MEA,Middle East & North Africa,OMN,Oman,High income
MEA,Middle East & North Africa,QAT,Qatar,High income
MEA,Middle East & North Africa,SAU,Saudi Arabia,High income
MEA,Middle East & North Africa,SYR,Syrian Arab Republic,Low income
MEA,Middle East & North Africa,TUN,Tunisia,Lower middle income
MEA,Middle East & North Africa,ARE,United Arab Emirates,High income
MEA,Middle East & North Africa,PSE,West Bank and Gaza,Upper middle income
MEA,Middle East & North Africa,YEM,"Yemen, Rep.",Low income
MIC,Middle income,ALB,Albania,Upper middle income
MIC,Middle income,DZA,Algeria,Lower middle income
MIC,Middle income,AGO,Angola,Lower middle income
MIC,Middle income,ARG,Argentina,Upper middle income
MIC,Middle income,ARM,Armenia,Upper middle income
MIC,Middle income,AZE,Azerbaijan,Upper middle income
MIC,Middle income,BGD,Bangladesh,Lower middle income
MIC,Middle income,BLR,Belarus,Upper middle income
MIC,Middle income,BLZ,Belize,Upper middle income
MIC,Middle income,BEN,Benin,Lower middle income
MIC,Middle income,BTN,Bhutan,Lower middle income
MIC,Middle income,BOL,Bolivia,Lower middle income
MIC,Middle income,BIH,Bosnia and Herzegovina,Upper middle income
MIC,Middle income,BWA,Botswana,Upper middle income
MIC,Middle income,BRA,Brazil,Upper middle income
MIC,Middle income,BGR,Bulgaria,Upper middle income
MIC,Middle income,CPV,Cabo Verde,Lower middle income
MIC,Middle income,KHM,Cambodia,Lower middle income
MIC,Middle income,CMR,Cameroon,Lower middle income
MIC,Middle income,CHN,China,Upper middle income
MIC,Middle income,COL,Colombia,Upper middle income
MIC,Middle income,COM,Comoros,Lower middle income
MIC,Middle income,COG,"Congo, Rep.",Lower middle income
MIC,Middle income,CRI,Costa Rica,Upper middle income
MIC,Middle income,CIV,Côte d’Ivoire,Lower middle income
MIC,Middle income,CUB,Cuba,Upper middle income
MIC,Middle income,DJI,Djibouti,Lower middle income
MIC,Middle income,DMA,Dominica,Upper middle income
MIC,Middle income,DOM,Dominican Republic,Upper middle income
MIC,Middle income,ECU,Ecuador,Upper middle income
MIC,Middle income,EGY,"Egypt, Arab Rep.",Lower middle income
MIC,Middle income,SLV,El Salvador,Upper middle income
MIC,Middle income,GNQ,Equatorial Guinea,Upper middle income
MIC,Middle income,SWZ,Eswatini,Lower middle income
MIC,Middle income,FJI,Fiji,Upper middle income
MIC,Middle income,GAB,Gabon,Upper middle income
MIC,Middle income,GEO,Georgia,Upper middle income
MIC,Middle income,GHA,Ghana,Lower middle income
MIC,Middle income,GRD,Grenada,Upper middle income
MIC,Middle income,GTM,Guatemala,Upper middle income
MIC,Middle income,GIN,Guinea,Lower middle income
MIC,Middle income,HTI,Haiti,Lower middle income
MIC,Middle income,HND,Honduras,Lower middle income
MIC,Middle income,IND,India,Lower middle income
MIC,Middle income,IDN,Indonesia,Upper middle income
MIC,Middle income,IRN,"Iran, Islamic Rep.",Lower middle income
MIC,Middle income,IRQ,Iraq,Upper middle income
MIC,Middle income,JAM,Jamaica,Upper middle income
MIC,Middle income,JOR,Jordan,Lower middle income
MIC,Middle income,KAZ,Kazakhstan,Upper middle income
MIC,Middle income,KEN,Kenya,Lower middle income
MIC,Middle income,KIR,Kiribati,Lower middle income
MIC,Middle income,XKX,Kosovo,Upper middle income
MIC,Middle income,KGZ,Kyrgyz Republic,Lower middle income
MIC,Middle income,LAO,Lao PDR,Lower middle income
MIC,Middle income,LBN,Lebanon,Lower middle income
MIC,Middle income,LSO,Lesotho,Lower middle income
MIC,Middle income,LBY,Libya,Upper middle income
MIC,Middle income,MYS,Malaysia,Upper middle income
MIC,Middle income,MDV,Maldives,Upper middle income
MIC,Middle income,MHL,Marshall Islands,Upper middle income
MIC,Middle income,MRT,Mauritania,Lower middle income
MIC,Middle income,MUS,Mauritius,Upper middle income
MIC,Middle income,MEX,Mexico,Upper middle income
MIC,Middle income,FSM,"Micronesia, Fed. Sts.",Lower middle income
MIC,Middle income,MDA,Moldova,Upper middle income
MIC,Middle income,MNG,Mongolia,Lower middle income
MIC,Middle income,MNE,Montenegro,Upper middle income
MIC,Middle income,MAR,Morocco,Lower middle income
MIC,Middle income,MMR,Myanmar,Lower middle income
MIC,Middle income,NAM,Namibia,Upper middle income
MIC,Middle income,NPL,Nepal,Lower middle income
MIC,Middle income,NIC,Nicaragua,Lower middle income
MIC,Middle income,NGA,Nigeria,Lower middle income
MIC,Middle income,MKD,North Macedonia,Upper middle income
MIC,Middle income,PAK,Pakistan,Lower middle income
MIC,Middle income,PLW,Palau,Upper middle income
MIC,Middle income,PNG,Papua New Guinea,Lower middle income
MIC,Middle income,PRY,Paraguay,Upper middle income
MIC,Middle income,PER,Peru,Upper middle income
MIC,Middle income,PHL,Philippines,Lower middle income
MIC,Middle income,RUS,Russian Federation,Upper middle income
MIC,Middle income,WSM,Samoa,Lower middle income
MIC,Middle income,STP,São Tomé and Príncipe,Lower middle income
MIC,Middle income,SEN,Senegal,Lower middle income
MIC,Middle income,SRB,Serbia,Upper middle income
MIC,Middle income,SLB,Solomon Islands,Lower middle income
MIC,Middle income,ZAF,South Africa,Upper middle income
MIC,Middle income,LKA,Sri Lanka,Lower middle income
MIC,Middle income,LCA,St. Lucia,Upper middle income
MIC,Middle income,VCT,St. Vincent and the Grenadines,Upper middle income
MIC,Middle income,SUR,Suriname,Upper middle income
MIC,Middle income,TJK,Tajikistan,Lower middle income
MIC,Middle income,TZA,Tanzania,Lower middle income
MIC,Middle income,THA,Thailand,Upper middle income
MIC,Middle income,TLS,Timor-Leste,Lower middle income
MIC,Middle income,TON,Tonga,Upper middle income
MIC,Middle income,TUN,Tunisia,Lower middle income
MIC,Middle income,TUR,Türkiye,Upper middle income
MIC,Middle income,TKM,Turkmenistan,Upper middle income
MIC,Middle income,TUV,Tuvalu,Upper middle income
MIC,Middle income,UKR,Ukraine,Lower middle income
MIC,Middle income,UZB,Uzbekistan,Lower middle income
MIC,Middle income,VUT,Vanuatu,Lower middle income
MIC,Middle income,VNM,Vietnam,Lower middle income
MIC,Middle income,PSE,West Bank and Gaza,Upper middle income
MIC,Middle income,ZMB,Zambia,Lower middle income
MIC,Middle income,ZWE,Zimbabwe,Lower middle income
MNA,Middle East & North Africa (excluding high income),DZA,Algeria,Lower middle income
MNA,Middle East & North Africa (excluding high income),DJI,Djibouti,Lower middle income
MNA,Middle East & North Africa (excluding high income),EGY,"Egypt, Arab Rep.",Lower middle income
MNA,Middle East & North Africa (excluding high income),IRN,"Iran, Islamic Rep.",Lower middle income
MNA,Middle East & North Africa (excluding high income),IRQ,Iraq,Upper middle income
MNA,Middle East & North Africa (excluding high income),JOR,Jordan,Lower middle income
MNA,Middle East & North Africa (excluding high income),LBN,Lebanon,Lower middle income
MNA,Middle East & North Africa (excluding high income),LBY,Libya,Upper middle income
MNA,Middle East & North Africa (excluding high income),MAR,Morocco,Lower middle income
MNA,Middle East & North Africa (excluding high income),SYR,Syrian Arab Republic,Low income
MNA,Middle East & North Africa (excluding high income),TUN,Tunisia,Lower middle income
MNA,Middle East & North Africa (excluding high income),PSE,West Bank and Gaza,Upper middle income
MNA,Middle East & North Africa (excluding high income),YEM,"Yemen, Rep.",Low income
NAC,North America,BMU,Bermuda,High income
NAC,North America,CAN,Canada,High income
NAC,North America,USA,United States,High income
OED,OECD members,AUS,Australia,High income
OED,OECD members,AUT,Austria,High income
OED,OECD members,BEL,Belgium,High income
OED,OECD members,CAN,Canada,High income
OED,OECD members,CHL,Chile,High income
OED,OECD members,COL,Colombia,Upper middle income
OED,OECD members,CRI,Costa Rica,Upper middle income
OED,OECD members,CZE,Czechia,High income
OED,OECD members,DNK,Denmark,High income
OED,OECD members,EST,Estonia,High income
OED,OECD members,FIN,Finland,High income
OED,OECD members,FRA,France,High income
OED,OECD members,DEU,Germany,High income
OED,OECD members,GRC,Greece,High income
OED,OECD members,HUN,Hungary,High income
OED,OECD members,ISL,Iceland,High income
OED,OECD members,IRL,Ireland,High income
OED,OECD members,ISR,Israel,High income
OED,OECD members,ITA,Italy,High income
OED,OECD members,JPN,Japan,High income
OED,OECD members,KOR,"Korea, Rep.",High income
OED,OECD members,LVA,Latvia,High income
OED,OECD members,LTU,Lithuania,High income
OED,OECD members,LUX,Luxembourg,High income
OED,OECD members,MEX,Mexico,Upper middle income
OED,OECD members,NLD,Netherlands,High income
OED,OECD members,NZL,New Zealand,High income
OED,OECD members,NOR,Norway,High income
OED,OECD members,POL,Poland,High income
OED,OECD members,PRT,Portugal,High income
OED,OECD members,SVK,Slovak Republic,High income
OED,OECD members,SVN,Slovenia,High income
OED,OECD members,ESP,Spain,High income
OED,OECD members,SWE,Sweden,High income
OED,OECD members,CHE,Switzerland,High income
OED,OECD members,TUR,Türkiye,Upper middle income
OED,OECD members,GBR,United Kingdom,High income
OED,OECD members,USA,United States,High income
OSS,Other small states,BHR,Bahrain,High income
OSS,Other small states,BTN,Bhutan,Lower middle income
OSS,Other small states,BWA,Botswana,Upper middle income
OSS,Other small states,BRN,Brunei Darussalam,High income
OSS,Other small states,CPV,Cabo Verde,Lower middle income
OSS,Other small states,COM,Comoros,Lower middle income
OSS,Other small states,CYP,Cyprus,High income
OSS,Other small states,DJI,Djibouti,Lower middle income
OSS,Other small states,GNQ,Equatorial Guinea,Upper middle income
OSS,Other small states,EST,Estonia,High income
OSS,Other small states,SWZ,Eswatini,Lower middle income
OSS,Other small states,GAB,Gabon,Upper middle income
OSS,Other small states,GMB,"Gambia, The",Low income
OSS,Other small states,GNB,Guinea-Bissau,Low income
OSS,Other small states,ISL,Iceland,High income
OSS,Other small states,LSO,Lesotho,Lower middle income
OSS,Other small states,MDV,Maldives,Upper middle income
OSS,Other small states,MLT,Malta,High income
OSS,Other small states,MUS,Mauritius,Upper middle income
OSS,Other small states,MNE,Montenegro,Upper middle income
OSS,Other small states,NAM,Namibia,Upper middle income
OSS,Other small states,QAT,Qatar,High income
OSS,Other small states,SMR,San Marino,High income
OSS,Other small states,STP,São Tomé and Príncipe,Lower middle income
OSS,Other small states,SYC,Seychelles,High income
OSS,Other small states,TLS,Timor-Leste,Lower middle income
PRE,Pre-demographic dividend,AFG,Afghanistan,Low income
PRE,Pre-demographic dividend,AGO,Angola,Lower middle income
PRE,Pre-demographic dividend,BEN,Benin,Lower middle income
PRE,Pre-demographic dividend,BFA,Burkina Faso,Low income
PRE,Pre-demographic dividend,BDI,Burundi,Low income
PRE,Pre-demographic dividend,CMR,Cameroon,Lower middle income
PRE,Pre-demographic dividend,CAF,Central African Republic,Low income
PRE,Pre-demographic dividend,TCD,Chad,Low income
PRE,Pre-demographic dividend,COM,Comoros,Lower middle income
PRE,Pre-demographic dividend,COD,"Congo, Dem. Rep.",Low income
PRE,Pre-demographic dividend,COG,"Congo, Rep.",Lower middle income
PRE,Pre-demographic dividend,CIV,Côte d’Ivoire,Lower middle income
PRE,Pre-demographic dividend,GNQ,Equatorial Guinea,Upper middle income
PRE,Pre-demographic dividend,ERI,Eritrea,Low income
PRE,Pre-demographic dividend,GMB,"Gambia, The",Low income
PRE,Pre-demographic dividend,GIN,Guinea,Lower middle income
PRE,Pre-demographic dividend,GNB,Guinea-Bissau,Low income
PRE,Pre-demographic dividend,IRQ,Iraq,Upper middle income
PRE,Pre-demographic dividend,KEN,Kenya,Lower middle income
PRE,Pre-demographic dividend,LBR,Liberia,Low income
PRE,Pre-demographic dividend,MDG,Madagascar,Low income
PRE,Pre-demographic dividend,MWI,Malawi,Low income
PRE,Pre-demographic dividend,MLI,Mali,Low income
PRE,Pre-demographic dividend,MRT,Mauritania,Lower middle income
PRE,Pre-demographic dividend,MOZ,Mozambique,Low income
PRE,Pre-demographic dividend,NER,Niger,Low income
PRE,Pre-demographic dividend,NGA,Nigeria,Lower middle income
PRE,Pre-demographic dividend,SEN,Senegal,Lower middle income
PRE,Pre-demographic dividend,SLE,Sierra Leone,Low income
PRE,Pre-demographic dividend,SOM,Somalia,Low income
PRE,Pre-demographic dividend,SSD,South Sudan,Low income
PRE,Pre-demographic dividend,SDN,Sudan,Low income
